ID,C14:0,C15:0,C16:0,C16:1n-7,C17:0,C18:0,C18:1n-9,C18:1n-7,"C18:2 n-6, LA","C18:3 n-6, GLA","C18:3 n-3, ALA",C20:0,C20:1n-9,C20:2n-6,C20:3 n-6,"C20:4n-6, AA",C22:0,"C20:5n-3, EPA",C22:4n-6 ,C24:0,C24:1n-9,"C22:5n3, DPA","C22:6n3, DHA"
N-MHT1142,-1.773242798,-2.536762965,-0.368857964,-2.490147805,-2.388303018,-0.691157279,-1.263254939,-2.40710507,-0.852712113,-2.758217213,-2.343424077,-2.615959718,-3.301295191,-3.301297225,-2.007719407,-1.034932752,-2.388431854,-2.784951225,-2.174533168,-2.2033293,-2.743286155,-2.550062747,-2.162232237
N-MHT1143,-1.802273572,-2.424732261,-0.360429553,-2.162080373,-2.389048549,-0.681240545,-1.238835411,-2.364224316,-0.923459594,-2.640676138,-2.39337607,-2.572224608,-3.234425118,-5.699684287,-1.908501566,-1.055224184,-2.345529668,-2.852554636,-2.144953865,-2.224417275,-2.658852975,-2.524852311,-2.170866604
N-MHT1144,-1.824846486,-2.377547442,-0.330645356,-2.321565699,-2.37562416,-0.728235149,-1.179380139,-2.3282296,-0.960252863,-2.696611387,-2.37572936,-2.611396716,-3.309277337,-5.75309287,-1.982202812,-1.051004639,-2.409217156,-2.920101547,-2.179201569,-2.224389256,-2.738291242,-2.564537487,-2.222617488
N-MHT1145,-1.945891155,-2.567838314,-0.333364014,-2.12013243,-2.482103061,-0.688342642,-1.270272855,-2.398543239,-1.047334635,-2.593068866,-2.451310104,-2.600839781,-3.345425579,-3.503790121,-2.069972693,-0.959738776,-2.39395591,-2.550978599,-2.158710712,-2.248664735,-2.744060994,-2.551256857,-2.220836709
N-MHT1146,-1.624534599,-2.273640478,-0.317523353,-2.2726695,-2.269001428,-0.718884789,-1.165354391,-2.420067765,-1.074496178,-2.470032706,-2.440385669,-2.576814027,-3.391119513,-3.68174767,-2.070760223,-1.073142556,-2.422302531,-2.571338718,-2.150517625,-2.280410375,-2.840512122,-2.431638801,-2.529949811
N-MHT1147,-1.842370155,-2.481912749,-0.372154307,-2.394495389,-2.358490211,-0.652634173,-1.240841357,-2.415525049,-1.026936101,-2.478957432,-2.740451175,-2.599186542,-3.256386605,-3.380098746,-1.94540857,-0.941897679,-2.4107033,-2.724781956,-1.853890977,-2.169519786,-2.698770757,-2.474410064,-2.325552392
N-MHT1148,-1.641808332,-2.208330838,-0.34278667,-2.313953611,-2.266495165,-0.689825281,-1.206436131,-2.447404168,-0.967729575,-2.757394405,-2.352852709,-2.618035245,-3.353810387,-3.530730048,-1.956680799,-1.092372353,-2.573244598,-2.378337495,-2.226550165,-2.430230552,-3.024015608,-2.514175019,-2.225807337
N-MHT1149,-1.735324963,-2.436389159,-0.353516657,-2.453252528,-2.409757857,-0.671084366,-1.175148429,-2.528573576,-0.923701719,-2.625369966,-2.430488204,-2.585737922,-3.275054799,-3.481930591,-2.006036616,-1.146188141,-2.374996021,-2.28358978,-2.412296519,-2.235193521,-2.805181554,-2.587818259,-1.992565415
N-MHT1150,-2.05755862,-2.602692141,-0.376123313,-2.546457997,-2.457660016,-0.656166111,-1.310142756,-2.402419429,-0.814975246,-2.893852188,-2.540029932,-2.602155458,-3.357178615,-3.380906974,-2.135738527,-1.057018504,-2.377184722,-2.641273311,-2.229572565,-2.197766101,-2.785284175,-2.53343793,-2.06073331
M-MHT1141,-1.833257685,-2.398493933,-0.372835726,-2.485361817,-2.358317955,-0.628241016,-1.296612505,-2.44888556,-1.039771451,-2.640113468,-2.445575381,-2.358133297,-3.334715446,-3.532822992,-2.067061493,-0.98293284,-2.063333662,-2.606668523,-2.021723913,-1.974388841,-2.683668039,-2.373419741,-2.137263253
M-MHT1142,-1.801548834,-2.534094767,-0.37204822,-2.583356515,-2.386080052,-0.651008127,-1.30840913,-2.442081557,-0.906066662,-2.819248211,-2.403990535,-2.386331847,-3.345877378,-3.313223218,-2.025857946,-1.036711564,-2.105759145,-2.801324841,-2.120937778,-2.0631597,-2.692640267,-2.595357014,-2.15564624
M-MHT1143,-1.411644143,-2.162434532,-0.215888307,-2.556119213,-4.187404975,-0.807828084,-1.79525234,-2.680605689,-1.633870767,-1.447557976,-2.422083003,-2.873899796,-2.437826017,-3.901816226,-2.556666604,-2.209325648,-2.649347246,-2.317646433,-2.048116757,-3.05212311,-2.997548909,-3.265858672,-2.451971829
M-MHT1144,-1.856417445,-2.396489679,-0.33571008,-2.363282272,-2.381895184,-0.702045151,-1.199206117,-2.332957786,-0.985012984,-2.857658166,-2.428184964,-2.454523485,-3.342753748,-3.531847386,-1.991105728,-1.050493696,-2.193325731,-2.924345472,-2.154914694,-2.125514816,-2.722545036,-2.569313736,-2.22151521
M-MHT1145,-1.963517171,-2.565302133,-0.341190236,-2.18402018,-2.462060441,-0.660678165,-1.30017362,-2.426937302,-1.079300218,-2.643874948,-2.493404976,-2.409772947,-3.382593129,-3.494594696,-2.091024889,-0.958282059,-2.149160225,-2.571472357,-2.098781434,-2.122053369,-2.733289297,-2.539820969,-2.21780208
M-MHT1146,-1.678341153,-2.304847518,-0.331249501,-2.333593491,-2.26477446,-0.681832735,-1.192166862,-2.439392997,-1.10313784,-2.572904088,-2.492805957,-2.413360689,-3.372220967,-3.684590684,-2.076075452,-1.050024546,-2.170446602,-2.56459847,-2.057930174,-2.167651401,-2.856026153,-2.393815293,-2.498601934
M-MHT1147,-1.928529869,-2.512629428,-0.381817939,-2.466208211,-2.3440389,-0.616033834,-1.271850368,-2.43719769,-1.076128807,-2.559522395,-2.783058636,-2.401514784,-3.241782235,-3.365057584,-1.965077803,-0.936478356,-2.135774969,-2.789488536,-1.801649646,-2.112981132,-2.786572997,-2.478809688,-2.317646417
M-MHT1148,-1.700416923,-2.235795791,-0.350208354,-2.385749055,-2.26396061,-0.654509211,-1.24434118,-2.491879839,-1.019577661,-2.796676562,-2.410343336,-2.346793483,-3.315360287,-3.555488533,-1.986134057,-1.085878949,-2.130821618,-2.421703677,-2.14727167,-2.120636397,-2.778369416,-2.495156876,-2.232309761
M-MHT1149,-1.76409647,-2.449116275,-0.35479314,-2.436347798,-2.405564441,-0.652133652,-1.204817065,-2.477284215,-0.952153942,-2.661089255,-2.453364058,-2.388199833,-3.275180323,-3.469045147,-2.014740218,-1.155901278,-2.151883706,-2.314643258,-2.379707811,-2.074364109,-2.720775056,-2.59904656,-2.009252074
M-MHT1150,-1.986163748,-2.589092603,-0.375549641,-2.591752032,-2.441848881,-0.619025251,-1.348599004,-2.405023563,-0.879364549,-2.983141893,-2.573289684,-2.36476227,-3.343307009,-3.400556279,-2.158030192,-1.080030266,-2.068348261,-2.674940665,-2.20703384,-2.041528173,-2.715156134,-2.575615422,-2.078888088
MB1151,-1.918572753,-2.575519463,-0.380523865,-2.434224419,-2.430158064,-0.605845873,-1.377921689,-2.578809793,-1.141416609,-2.82731542,-2.636294841,-2.203658578,-3.210987125,-3.401227788,-2.059057502,-0.916031219,-1.928836967,-2.597668933,-1.796085632,-1.919512339,-2.778075867,-2.362071329,-2.181929973
MB1152,-2.101387516,-2.625275987,-0.379170232,-2.620539082,-2.338576812,-0.615490514,-1.271401074,-2.384631904,-0.893519222,-3.264063298,-2.504503433,-2.356051808,-3.098861744,-3.119704148,-1.992490907,-1.139633022,-2.0991507,-2.66249617,-2.109292256,-2.019854327,-2.674885847,-2.449655903,-1.9641954
MB1153,-1.90208118,-2.590135496,-0.355461381,-2.189038044,-2.473071424,-0.640422012,-1.27940047,-2.407448342,-1.112739251,-2.741817959,-2.448721796,-2.342207163,-3.131155027,-3.40749381,-2.072428755,-0.953517003,-2.16276156,-2.44040999,-1.990203266,-2.157541307,-3.022237416,-2.47807723,-2.11680363
MB1154,-1.732515301,-2.420344621,-0.373191609,-2.608603929,-2.310744784,-0.59778222,-1.325382559,-2.452506758,-1.081511666,-3.259633493,-2.41713154,-2.263763174,-3.110653861,-3.391148492,-2.050495731,-1.040467656,-1.998912482,-2.593249028,-2.037113983,-1.997195319,-2.638064478,-2.430426938,-1.983327948
MB1155,-2.064354556,-2.501013431,-0.368689612,-2.475565665,-2.294549005,-0.637915585,-1.186343359,-2.440739194,-1.095908158,-2.843506373,-2.585586976,-2.437076482,-3.156581828,-3.450815573,-2.068744786,-0.966395559,-2.152437042,-2.758455934,-1.817227733,-2.020225879,-2.682447517,-2.384417676,-2.18845945
MB1156,-2.226858622,-2.557308548,-0.388498571,-2.746565511,-2.32734183,-0.634386083,-1.249511387,-2.319718993,-0.893991393,-3.233644871,-2.380148317,-2.302072591,-2.935351574,-3.14971995,-2.076849892,-1.049844557,-2.041125057,-2.640881805,-2.02655149,-2.026744888,-2.639569221,-2.46249647,-2.025723218
MB1157,-1.887702385,-2.452458908,-0.385461365,-2.574069167,-2.288712938,-0.604743605,-1.279150843,-2.467530326,-1.113204124,-2.744331908,-2.697537237,-2.343982265,-3.164874782,-3.472785572,-1.97264918,-0.963425519,-2.067491742,-2.502056975,-1.879953162,-1.95558061,-2.626293737,-2.278381819,-2.068656828
MB1158,-1.785241732,-2.359899983,-0.3558423,-2.529132672,-2.234387279,-0.610708678,-1.134432182,-2.485445164,-1.08947142,-3.160910828,-2.71699284,-2.334276154,-2.995553973,-3.449159714,-2.047881735,-1.194579059,-2.054873719,-2.595864241,-2.182853046,-2.009040876,-2.734156707,-2.355442736,-2.019722187
MB1159,-2.049747529,-2.419145287,-0.392228763,-2.64467534,-2.210947385,-0.591837468,-1.298615886,-2.434580976,-1.045680446,-3.292981974,-2.613270852,-2.300843692,-3.112529729,-3.373479986,-2.030789225,-1.014108901,-2.016730212,-2.426577787,-2.048524902,-1.89260535,-2.584134608,-2.342288285,-1.882790662
MB1160,-1.760179322,-2.551584476,-0.346092041,-2.465156255,-2.388648382,-0.648156288,-1.222468234,-2.41246527,-1.131007675,-2.848262301,-2.404304273,-2.420482196,-3.094213827,-3.33987409,-1.971046599,-1.055197569,-2.205991031,-2.612597285,-1.787804243,-2.041097241,-2.759248047,-2.418711584,-2.037440362
MA1151,-1.886560668,-2.529352491,-0.373756443,-2.376631203,-2.409775192,-0.619134954,-1.353780496,-2.518041891,-1.103251177,-2.720257259,-2.542944652,-2.421504683,-3.228029865,-3.402637063,-2.031624712,-0.922513183,-2.143972622,-2.561962633,-1.789283163,-2.103043044,-2.8806214,-2.335447028,-2.147107963
MA1152,-2.059724169,-2.576636152,-0.372754139,-2.571611789,-2.317382913,-0.634556789,-1.263380149,-2.3613741,-0.85659781,-3.187625074,-2.448284918,-2.427602388,-3.0675337,-3.088413685,-1.988228911,-1.161662691,-2.170283633,-2.645404413,-2.15813648,-2.167501093,-2.931809427,-2.513391814,-1.982584044
MA1153,-1.855906524,-2.549823619,-0.345484308,-2.162639855,-2.43891049,-0.647653051,-1.297831912,-2.434322458,-1.095566731,-2.672206833,-2.409278943,-2.50051424,-3.210341027,-3.432292471,-2.073415495,-0.996511645,-2.254710783,-2.427359418,-1.861188586,-2.212096142,-2.830136707,-2.509572498,-2.13688439
MA1154,-1.585980084,-2.362535588,-0.363890605,-2.42260331,-2.300250989,-0.68674849,-1.265010807,-2.388956211,-0.926564436,-3.058423573,-2.254814866,-2.438633307,-3.156680605,-3.396135073,-2.037009251,-1.085839242,-2.152620163,-2.232252472,-2.15469441,-2.116381369,-2.676944453,-2.503254571,-2.036235032
MA1155,-2.014780039,-2.464140748,-0.363476325,-2.419806189,-2.278824651,-0.671053566,-1.161115789,-2.412046815,-1.059718018,-2.744164795,-2.49820451,-2.464022095,-3.125130598,-3.438626715,-1.966297204,-0.977750155,-2.14611268,-2.738373252,-1.848282038,-2.050462012,-2.677697697,-2.415906693,-2.212072744
MA1156,-2.184673022,-2.533813533,-0.379882033,-2.68422071,-2.314339943,-0.679404635,-1.233397376,-2.298871608,-0.828534856,-3.12261158,-2.286250502,-2.390532995,-2.993756667,-3.170848507,-2.070405862,-1.071895053,-2.129245553,-2.611688572,-2.110794966,-2.099887291,-2.681975104,-2.511984887,-2.044795767
MA1157,-1.893253824,-2.455720073,-0.392363536,-2.577447472,-2.280700165,-0.601581905,-1.275278568,-2.440684526,-1.11649907,-2.725664808,-2.666926798,-2.354672076,-3.140204183,-3.436929174,-1.945280012,-0.954752866,-2.097864309,-2.497932562,-1.86470269,-1.969925456,-2.636914031,-2.246335477,-2.035172479
MA1158,-1.771657178,-2.346119781,-0.357913683,-2.496570412,-2.220899603,-0.618687435,-1.117311007,-2.437502214,-1.070307542,-3.109544616,-2.665548002,-2.340374248,-2.973920491,-3.435448185,-2.038356572,-1.193863652,-2.082389019,-2.576982181,-2.205472466,-2.047929212,-2.795523293,-2.35695348,-2.031007598
MA1159,-2.006456956,-2.407542315,-0.382121642,-2.522663524,-2.19906288,-0.636796158,-1.254870008,-2.373010028,-0.954336025,-3.160997841,-2.503028099,-2.39796605,-3.15383159,-3.355217084,-2.010910226,-1.040828035,-2.112228768,-2.412923374,-2.145626393,-2.009813224,-2.628620624,-2.393717096,-1.912753109
MA1160,-1.637458593,-2.442803032,-0.330042391,-2.392318611,-2.350530498,-0.701863927,-1.20928481,-2.116406518,-1.175226642,-2.827321522,-2.308739282,-2.431638831,-3.703158617,-3.459961671,-1.843212474,-1.207119327,-2.312452881,-2.523084578,-1.373081407,-2.306481917,-6.209863076,-2.592387126,-2.110669418
MB1161,-1.824551118,-2.474092666,-0.403240797,-2.653596299,-2.320276505,-0.608571282,-1.174396092,-2.406286554,-1.086755374,-2.668448643,-2.347235151,-2.274011052,-2.940021625,-3.380678839,-1.95175213,-0.963177037,-2.026759778,-2.68296443,-1.96075905,-1.926328935,-2.713701819,-2.381353469,-2.265821714
MB1162,-2.420728941,-2.687744116,-0.398509605,-2.691492119,-2.363291549,-0.590672492,-1.316642198,-2.383274003,-0.988113376,-3.288329513,-2.52256991,-2.370922401,-3.025812299,-3.240894048,-2.099786032,-0.951919821,-2.08321466,-2.789001101,-1.88551344,-2.126412916,-2.847493687,-2.456957239,-1.936023937
MB1163,-1.630014009,-2.600699615,-0.314626884,-2.041152321,-2.38507635,-0.679807484,-1.155538456,-2.270936613,-1.230679491,-2.947109605,-2.480027378,-2.558630853,-3.190928794,-3.419915301,-2.044493994,-1.094530124,-2.321750856,-2.763799385,-1.981793313,-2.188171919,-2.923123405,-2.458295172,-2.235398081
MB1164,-1.751527242,-2.417762444,-0.357555398,-2.300843211,-2.314239634,-0.662033636,-1.291560019,-2.488774187,-1.015840088,-2.464541465,-2.443379954,-2.459729822,-3.276259458,-3.49087202,-1.878190842,-1.016219778,-2.1769742,-2.70099952,-1.943379534,-2.116966561,-2.789719797,-2.420895336,-2.241126344
MB1165,-2.013364185,-2.456869841,-0.401907191,-2.632593841,-2.298014276,-0.609310546,-1.349206565,-2.53434671,-1.072951831,-2.55159719,-2.719985607,-2.419669593,-3.219055322,-3.400819218,-2.010093955,-0.871175716,-2.140675229,-2.551258316,-1.793193477,-2.024461798,-2.731635639,-2.284903644,-2.119706272
MB1166,-1.735028679,-2.490549755,-0.338525173,-2.35389801,-2.436048361,-0.669773975,-1.262874709,-2.441239092,-1.084716411,-2.672347674,-2.233333009,-2.440229891,-3.125906419,-3.442622439,-1.914644731,-1.025327063,-2.16991555,-2.547341193,-2.023284455,-2.149071065,-2.862172527,-2.298320103,-2.336470636
MB1167,-1.712462328,-2.284921501,-0.381203169,-2.395763543,-2.247124839,-0.683984003,-1.154980474,-2.398020388,-1.000088264,-2.710106884,-1.838518456,-2.370541387,-2.955115712,-3.259816043,-1.840432664,-1.038104184,-2.121753434,-2.724316642,-1.923178938,-2.083461914,-2.713776037,-2.325893166,-2.480923021
MB1168,-1.80565874,-2.395523492,-0.402471014,-2.370146182,-2.329614368,-0.656340193,-1.241030143,-2.316410373,-0.93078529,-2.596989425,-2.307086176,-2.433531855,-3.15108817,-3.228906293,-1.844885342,-0.994591046,-2.140053283,-2.585547847,-2.021707924,-2.061166883,-2.77244127,-2.376435819,-1.904014065
MB1169,-1.767484771,-2.536898689,-0.397858642,-2.616815251,-2.300754982,-0.608243622,-1.267212473,-2.50956019,-1.200460814,-2.535199398,-2.674282295,-2.385050016,-3.088759197,-3.404466715,-2.036102623,-0.882392284,-2.072872285,-2.627536979,-1.767704546,-1.985195009,-2.598939088,-2.36449304,-2.039942526
MB1170,-1.616024418,-2.253646306,-0.361073765,-2.082016335,-2.311815002,-0.671953387,-1.259293608,-2.448999981,-1.135282032,-2.378796696,-2.445874833,-2.419651807,-3.223600615,-3.504614168,-1.874464755,-0.987831398,-2.106221744,-2.53603319,-1.878579472,-2.042310972,-2.814511991,-2.345123823,-2.226843611
MA1161,-1.773950848,-2.480841499,-0.398641395,-2.577680562,-2.328499292,-0.639558291,-1.140356962,-2.36839767,-1.015775674,-2.554583126,-2.257173509,-2.368568951,-2.933471294,-3.370633123,-1.942215019,-0.978896427,-2.147918931,-2.645995644,-2.017153203,-2.087426097,-2.669274996,-2.386961801,-2.25625136
MA1162,-2.347997446,-2.648330291,-0.392597692,-2.610293554,-2.341811498,-0.621403276,-1.303364356,-2.363508985,-0.939301052,-3.220515965,-2.449428201,-2.335183102,-3.041621703,-3.247885113,-2.100185498,-0.979025361,-2.024856261,-2.79382213,-1.888611395,-2.033122161,-2.694767365,-2.504665473,-1.967478399
MA1163,-1.596690793,-2.583059721,-0.31360024,-2.005231229,-2.371819532,-0.692683672,-1.147288021,-2.243129591,-1.212202255,-2.877646021,-2.408513419,-2.55200263,-3.126854167,-3.394452685,-2.034918937,-1.110661521,-2.311067799,-2.727537118,-2.019160932,-2.184334168,-2.78579992,-2.476342732,-2.255676571
MA1164,-1.71564719,-2.417496432,-0.360070041,-2.235248182,-2.307364792,-0.690142198,-1.267434416,-2.48420495,-0.972284478,-2.376046866,-2.365229105,-2.500735308,-3.248499723,-3.45634376,-1.82530605,-1.016826006,-2.169590527,-2.660577899,-2.051969437,-2.136233189,-2.68993618,-2.445606434,-2.243220899
MA1165,-1.906404593,-2.403125181,-0.383813498,-2.532833084,-2.273318195,-0.646889221,-1.351149253,-2.54028499,-0.998318238,-2.402066006,-2.625600986,-2.42324264,-3.256564125,-3.437734074,-2.026471072,-0.921608028,-2.146717008,-2.579728641,-1.809312948,-2.050125611,-2.566875717,-2.38903319,-2.19758248
MA1166,-1.65483465,-2.453374665,-0.324970218,-2.284440515,-2.42133107,-0.704917023,-1.245238851,-2.4288824,-1.05187929,-2.576107381,-2.14465401,-2.449023756,-3.13727194,-3.459700705,-1.940992191,-1.07940993,-2.214848623,-2.430289845,-2.077557762,-2.153049533,-2.802424126,-2.353816471,-2.388333508
MA1167,-1.629469937,-2.2561275,-0.379356065,-2.302910473,-2.232695988,-0.728419972,-1.121192247,-2.346042326,-0.953659572,-2.592002365,-1.719505522,-2.357744276,-2.923396849,-3.248967334,-1.792396649,-1.086224741,-2.138487185,-2.688792026,-2.002930849,-2.094059897,-2.662764157,-2.362658838,-2.48359325
MA1168,-1.864760831,-2.45638946,-0.361614265,-2.398287377,-2.35829924,-0.68936316,-1.276307348,-2.375691342,-0.960479651,-2.599362921,-2.318253116,-2.437542635,-3.168723172,-3.241535148,-1.841012553,-1.024188762,-2.135512984,-2.599941779,-2.04510479,-2.045971245,-2.627265555,-2.39168096,-1.929059109
MA1169,-1.879081233,-2.550203201,-0.396424409,-2.562582426,-2.292944769,-0.617572076,-1.255484918,-2.421684121,-1.164287186,-2.455472755,-2.628139628,-2.389454381,-3.050449934,-3.391075398,-1.989458181,-0.880058536,-2.115067381,-2.582001088,-1.783978661,-2.060929286,-2.664096708,-2.35633461,-2.031403652
MB1171,-2.214502239,-2.638981215,-0.414459463,-2.679300379,-2.370055444,-0.605133651,-1.309030449,-2.356394473,-0.91790537,-3.124284027,-2.415865356,-2.302825423,-3.056477769,-3.2555241,-1.931478845,-0.975766837,-2.066437782,-2.618468572,-1.962536159,-1.988243222,-2.739679,-2.431285738,-1.972239836
MB1172,-1.825636742,-2.474528145,-0.360016352,-2.412950115,-2.334989633,-0.637235189,-1.176259056,-2.372008484,-1.035234199,-3.014819995,-2.149132856,-2.405639009,-2.984906559,-3.252196549,-1.957445579,-1.105512848,-2.141325237,-2.622993252,-2.027473605,-2.193154256,-2.944364938,-2.471938674,-2.043231082
MB1173,-1.846168465,-2.408003248,-0.39893465,-2.675782378,-2.316852004,-0.58784645,-1.275745633,-2.443870003,-1.078483955,-2.905502876,-2.324842263,-2.35012931,-3.096355511,-3.334328028,-1.898530052,-0.998250955,-2.09112936,-2.749045901,-1.821566282,-2.005363133,-2.552172843,-2.298361099,-2.053293673
MB1174,-2.063534459,-2.526705707,-0.412256739,-2.547264107,-2.312242545,-0.597166386,-1.275847314,-2.439720224,-1.176078273,-2.780052701,-2.808973298,-2.312206366,-2.9982472,-3.28602504,-1.938070682,-0.872780189,-2.015305183,-2.751250892,-1.639169495,-1.959281995,-2.426245176,-2.309602803,-2.144665459
MB1175,-1.720217961,-2.324347223,-0.361741592,-2.405400113,-2.259061722,-0.665236512,-1.229266043,-2.40852385,-1.040159783,-2.775239813,-2.355120082,-2.415481217,-3.11070595,-3.396125439,-1.889749174,-1.028900067,-2.127731447,-2.816742354,-1.95290244,-2.046893718,-2.488000576,-2.394001074,-2.172766624
MB1176,-1.572226827,-2.411422051,-0.399312977,-2.215522932,-2.343872117,-0.62622682,-1.255744959,-2.422087521,-0.995884672,-2.714852268,-2.247684902,-2.388305479,-3.132276664,-3.242669472,-1.808123468,-1.068856897,-2.082215488,-2.632962285,-2.047252892,-1.986903877,-2.820374286,-2.472049254,-1.85417934
MB1177,-1.717582185,-2.252884105,-0.379151415,-2.440838307,-2.242374667,-0.627561504,-1.284931844,-2.485023869,-1.036607852,-2.911132264,-2.347016686,-2.334507606,-3.14307505,-3.424918519,-1.941792952,-1.045700572,-2.084207994,-2.250189776,-2.040811966,-2.013883307,-2.517057466,-2.286211852,-1.991831018
MB1178,-1.484600726,-2.235037054,-0.363321465,-2.352004984,-2.167787642,-0.634237355,-1.28175156,-2.492012129,-1.13249234,-2.702222491,-2.429445283,-2.43547879,-3.21059809,-3.416740568,-1.87468146,-1.060345098,-2.162008603,-2.558637901,-2.045047514,-2.055446968,-2.65883189,-2.427432329,-2.052193669
MB1179,-1.975795204,-2.452726414,-0.375025247,-2.560173653,-2.363835496,-0.629136268,-1.195586387,-2.43318898,-1.005704275,-2.720603054,-2.457821004,-2.392078751,-3.017124584,-3.326742501,-1.918752822,-1.061441466,-2.149442039,-2.299371177,-2.178879505,-2.161023886,-2.643056577,-2.382345474,-1.870635709
MB1180,-1.890661166,-2.396695661,-0.400693765,-2.59389949,-2.242003212,-0.623834782,-1.316141933,-2.342147376,-0.974851018,-3.441543041,-2.220833001,-2.363481214,-3.164228247,-3.286867225,-2.198642754,-0.949143221,-2.123558013,-2.404270882,-2.062056558,-2.150072249,-2.598631136,-2.431016677,-1.804529592
MA1171,-2.134130893,-2.63285137,-0.40637317,-2.576560675,-2.374484823,-0.642935697,-1.286036055,-2.379674333,-0.834303847,-3.012462123,-2.281243756,-2.380872585,-3.082456551,-3.265426254,-2.027552323,-1.017073668,-2.158118986,-2.607652794,-2.062815199,-2.103408835,-2.501013837,-2.441962785,-1.980883218
MA1172,-1.619744954,-2.35919475,-0.328017025,-2.217537265,-2.364843651,-0.811720095,-1.147588788,-2.341068505,-0.912035832,-2.828289297,-1.932937842,-2.582102252,-3.102232499,-3.318436967,-1.959448703,-1.114895526,-2.352520364,-2.521594368,-2.147385881,-2.284285534,-2.936458253,-2.53933502,-2.039269574
MA1173,-1.73580219,-2.340136086,-0.361527581,-2.629966856,-2.265944995,-0.581429882,-1.312216808,-2.541217455,-1.089892393,-2.876893064,-2.260211765,-2.390270941,-3.144041157,-3.398205798,-1.968423907,-1.142807297,-2.212884664,-2.801265528,-1.755428062,-2.250927381,-2.684087341,-2.481686671,-2.218917696
MA1174,-2.015812518,-2.532339934,-0.402624648,-2.42703079,-2.322797251,-0.63706478,-1.223155508,-2.391338675,-1.080213245,-2.645122902,-2.70183917,-2.388143477,-3.022180212,-3.281465281,-1.911729098,-0.885231586,-2.156648203,-2.550690789,-1.720341395,-2.103108787,-2.421333543,-2.346122293,-2.157089067
MA1175,-1.690224221,-2.309629906,-0.356808044,-2.326972517,-2.252494806,-0.711049754,-1.196870197,-2.360369908,-0.980607688,-2.693390286,-2.265604331,-2.504206594,-3.116119082,-3.358084004,-1.780940431,-1.037075116,-2.244717415,-2.796468329,-2.027388676,-2.209757653,-2.514342327,-2.417304176,-2.183418833
MA1176,-1.548105927,-2.447904845,-0.338117237,-2.16873762,-2.379842611,-0.710505327,-1.248605825,-2.406841513,-0.980861084,-2.667024521,-2.192210443,-2.499879258,-3.208877828,-3.270021291,-1.837632071,-1.129933775,-2.23804969,-2.654091488,-2.169547854,-2.222853431,-3.064523348,-2.551368053,-1.934410863
MA1177,-1.674071807,-2.16195161,-0.378663545,-2.368403429,-2.232416426,-0.644735853,-1.261684181,-2.505321655,-0.986397819,-2.852641103,-2.2874752,-2.397397029,-3.16022932,-3.40739572,-1.922009963,-1.060806998,-2.165853604,-2.241231604,-2.124124824,-2.18665191,-2.632623738,-2.320090053,-2.001102006
MA1178,-1.456172815,-2.218744824,-0.365638903,-2.29191358,-2.152106016,-0.648770473,-1.254247073,-2.397466492,-1.110917168,-2.641156871,-2.365736596,-2.410169648,-3.128995168,-3.375765827,-1.86865008,-1.069915436,-2.155608059,-2.536163746,-2.061249398,-2.099949689,-2.76317849,-2.434579703,-2.045609469
MA1179,-1.965409442,-2.44989016,-0.380614606,-2.513393975,-2.349032079,-0.65270321,-1.195880906,-2.405461828,-0.975888851,-2.665853857,-2.422240543,-2.365796119,-3.020143222,-3.310174974,-1.876855457,-1.065285202,-2.027269013,-2.256886762,-2.173580726,-1.959395963,-2.495227658,-2.371535733,-1.856706448
MA1180,-1.910332538,-2.402002023,-0.40279108,-2.606873987,-2.242060942,-0.630265197,-1.334231983,-2.321718774,-0.965252792,-3.408910085,-2.214471526,-2.360131555,-3.177398687,-3.275945938,-2.161969257,-0.956042039,-2.064161867,-2.391672006,-2.047897271,-2.004234317,-2.387482665,-2.418694729,-1.792973255
